"PAXSTAT"	"PAXCAL"	"PAXDAY"	"PAXN"	"PAXHOUR"	"PAXMINUT"	"PAXINTEN"	"PAXSTEP"
1	2	4	1	0	0	0	0
1	2	4	2	0	1	0	0
1	2	4	3	0	2	0	0
1	2	4	4	0	3	0	0
1	2	4	5	0	4	0	0
1	2	4	6	0	5	0	0
1	2	4	7	0	6	0	0
1	2	4	8	0	7	0	0
1	2	4	9	0	8	0	0
1	2	4	10	0	9	0	0
1	2	4	11	0	10	0	0
1	2	4	12	0	11	0	0
1	2	4	13	0	12	0	0
1	2	4	14	0	13	0	0
1	2	4	15	0	14	0	0
1	2	4	16	0	15	0	0
1	2	4	17	0	16	0	0
1	2	4	18	0	17	0	0
1	2	4	19	0	18	0	0
1	2	4	20	0	19	0	0
1	2	4	21	0	20	0	0
1	2	4	22	0	21	0	0
1	2	4	23	0	22	0	0
1	2	4	24	0	23	0	0
1	2	4	25	0	24	0	0
1	2	4	26	0	25	0	0
1	2	4	27	0	26	0	0
1	2	4	28	0	27	0	0
1	2	4	29	0	28	0	0
1	2	4	30	0	29	0	0
1	2	4	31	0	30	0	0
1	2	4	32	0	31	0	0
1	2	4	33	0	32	0	0
1	2	4	34	0	33	0	0
1	2	4	35	0	34	0	0
1	2	4	36	0	35	0	0
1	2	4	37	0	36	0	0
1	2	4	38	0	37	0	0
1	2	4	39	0	38	0	0
1	2	4	40	0	39	0	0
1	2	4	41	0	40	0	0
1	2	4	42	0	41	0	0
1	2	4	43	0	42	0	0
1	2	4	44	0	43	0	0
1	2	4	45	0	44	0	0
1	2	4	46	0	45	0	0
1	2	4	47	0	46	0	0
1	2	4	48	0	47	0	0
1	2	4	49	0	48	0	0
1	2	4	50	0	49	0	0
1	2	4	51	0	50	0	0
1	2	4	52	0	51	0	0
1	2	4	53	0	52	0	0
1	2	4	54	0	53	0	0
1	2	4	55	0	54	0	0
1	2	4	56	0	55	0	0
1	2	4	57	0	56	0	0
1	2	4	58	0	57	0	0
1	2	4	59	0	58	0	0
1	2	4	60	0	59	0	0
1	2	4	61	1	0	0	0
1	2	4	62	1	1	0	0
1	2	4	63	1	2	0	0
1	2	4	64	1	3	0	0
1	2	4	65	1	4	0	0
1	2	4	66	1	5	0	0
1	2	4	67	1	6	0	0
1	2	4	68	1	7	0	0
1	2	4	69	1	8	0	0
1	2	4	70	1	9	0	0
1	2	4	71	1	10	0	0
1	2	4	72	1	11	0	0
1	2	4	73	1	12	0	0
1	2	4	74	1	13	0	0
1	2	4	75	1	14	0	0
